notes,code,observer,survey,depth,year,month,day,exceldate,site,transect,fixed transect,TransectMatchCode,sand,pavement,dead_coral,apalmrub,acervrub,porrub,madrub,rubble,fila_macro,dictyota,crustose,redfilalg,halimeda,Lobophora,flesh-macro,lizalgae,sp_encrust,orsponge,sp_erect,tubesponge,lizsponge,bransoft,feathsoft,sea_fan,encsoft,fire_coral,acpa,acce,poas,poco,popo,pofu,Monliz,moan,maca,agag,agsp,Agliz,decy,sisp,fafr,disp,dila,meme,cona,issi,eufa,mysp,muan,masp,dsto,hecu,maar,stin,scsp,ocul,clar,sosp,anemcolon,anemsol,Zoanthids,correl,urchin,tubeworm,oyster,hydrozoan,crinoid,other,diadema_count,% COVER TO THE RIGHT OF HERE,TOTAL#pts.,livecoral_all_cover,deadcoral_cover,acpa_cover,acce_cover,poas_cover,poco_cover,popo_cover,moan_cover,maca_cover,sand_cover,pavement_cover,sponge_all_cover,bransoft_cover,feathsoft_cover,fansoft_cover,rubble,algae_all_cover,fila_macro_cover,flesh_macro_cover,crustose_cover,montast_all_cover,decy_cover,sisp_cover,fafr_cover,disp_cover,meme_cover,cona_cover,issi_cover,eufa_cover,mysp_cover,muan_cover,masp_cover,dsto_cover,lesp_cover,maar_cover,stin_cover,scsp_cover,ocul_cover,clar_cover,sosp_cover,Anemcolon_cover,Anemsol_cover,Zoanthids_cover,agag_cover,Agsp_cover,Pofu_cover,po_branch_cover,po_massive_cover,erect_soft_cover,enc_soft_cover,fire_coral_cover,sponge_erect_cover,sponge_encrusting_cover
,23 ,DC,main,30 ,1992 ,july,22 ,22/7,muskN,2 ,n,main-30-1992-july-22-muskN-2,1 ,0 ,26 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,26 ,0 ,2 ,1 ,2 ,0 ,8 ,0 ,0 ,2 ,0 ,0 ,20 ,5 ,0 ,0 ,0 ,3 ,2 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,113 ,39.82,23.01,0.00,7.08,0.00,0.00,1.77,17.70,4.42,0.88,0.00,0.00,23.01,0.00,1.77,0.00,0.88,0.00,0.88,0.00,22.12,2.65,1.77,0.00,4.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.96,0.00,7.96,0.00,0.00,0.00,1.77,0.00,24.78,0.88,1.769911504 ,21.92810713 ,0 
,24 ,DC,main,30 ,1992 ,july,22 ,22/7,muskN,t,y,main-30-1992-july-22-muskN-t,4 ,0 ,18 ,0 ,12 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,34 ,0 ,3 ,0 ,2 ,0 ,10 ,1 ,0 ,1 ,0 ,0 ,12 ,0 ,1 ,0 ,0 ,0 ,7 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,29.17,15.00,0.00,8.33,0.83,0.00,0.83,10.00,0.00,3.33,0.00,0.83,28.33,0.00,2.50,10.00,0.83,0.00,0.83,0.00,10.00,0.00,5.83,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.33,0.00,8.33,0.83,0.00,0.00,0.83,0.83,30.83,0.00,1.666666667 ,25.69444444 ,0 
,25 ,DC,main,30 ,1992 ,july,22 ,22/7,white,1 ,n,main-30-1992-july-22-white-1,13 ,0 ,34 ,0 ,6 ,0 ,12 ,0 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,3 ,0 ,0 ,9 ,2 ,11 ,0 ,3 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,9 ,3 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,13.33,28.33,0.00,0.00,0.83,0.00,0.00,7.50,2.50,10.83,0.00,10.00,7.50,1.67,9.17,15.00,1.67,0.00,0.83,0.83,10.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,18.33,0.00,2.5 ,15.27777778 ,7.5 
,26 ,DC,main,30 ,1992 ,july,22 ,22/7,white,2 ,n,main-30-1992-july-22-white-2,15 ,0 ,45 ,0 ,9 ,1 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,5 ,0 ,6 ,2 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,14 ,0 ,3 ,0 ,0 ,0 ,4 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,22.22,38.46,0.00,0.00,0.85,0.00,0.00,11.97,0.00,12.82,0.00,0.85,4.27,0.00,5.13,13.68,0.00,0.00,0.00,0.00,11.97,0.00,3.42,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,2.56,0.00,0.00,0.00,0.85,9.40,1.71,0 ,8.035649061 ,0 
,27 ,DC,main,30 ,1992 ,july,22 ,22/7,white,t,y,main-30-1992-july-22-white-t,15 ,0 ,31 ,0 ,15 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,2 ,0 ,0 ,6 ,0 ,7 ,0 ,5 ,0 ,1 ,1 ,0 ,1 ,0 ,0 ,16 ,3 ,6 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,117 ,27.35,26.50,0.00,0.85,0.85,0.00,0.85,13.68,2.56,12.82,0.00,4.27,5.13,0.00,5.98,12.82,0.85,0.00,0.85,0.00,16.24,0.00,2.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.13,0.85,0.00,0.85,0.85,11.11,0.00,4.273504274 ,9.496676163 ,2.564102564 
,28 ,DC,main,30 ,1992 ,july,23 ,23/7,crab,1 ,n,main-30-1992-july-23-crab-1,7 ,0 ,12 ,0 ,16 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,25 ,4 ,3 ,1 ,2 ,0 ,2 ,1 ,0 ,6 ,0 ,0 ,12 ,3 ,0 ,0 ,0 ,0 ,3 ,1 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,5 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,112 ,33.93,10.71,0.00,1.79,0.89,0.00,5.36,10.71,2.68,6.25,0.00,0.89,22.32,3.57,2.68,14.29,0.89,0.00,0.89,0.00,13.39,0.00,2.68,0.89,2.68,0.00,0.00,0.00,0.00,0.00,0.89,4.46,0.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.79,0.00,1.79,0.00,0.00,0.00,5.36,0.89,28.57,0.89,1.785714286 ,25.51020408 ,0 
,29 ,DC,main,30 ,1992 ,july,23 ,23/7,crab,2 ,n,main-30-1992-july-23-crab-2,21 ,0 ,13 ,0 ,16 ,1 ,0 ,1 ,0 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,20 ,3 ,10 ,2 ,1 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,3 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,115 ,16.52,11.30,0.00,6.96,0.00,0.00,0.00,1.74,1.74,18.26,0.00,0.87,17.39,2.61,8.70,15.65,1.74,0.00,0.87,0.87,3.48,0.00,2.61,0.00,3.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.35,0.00,4.35,0.00,0.00,0.00,0.00,0.00,28.70,1.74,0.869565217 ,24.95274102 ,0 
,30 ,DC,main,30 ,1992 ,july,23 ,23/7,crab,t,y,main-30-1992-july-23-crab-t,8 ,0 ,19 ,0 ,10 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,37 ,0 ,4 ,3 ,2 ,0 ,10 ,1 ,0 ,0 ,0 ,0 ,2 ,4 ,6 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,25.62,15.70,0.00,8.26,0.83,0.00,0.00,1.65,3.31,6.61,0.00,0.83,30.58,0.00,3.31,8.26,2.48,0.00,1.65,0.83,4.96,0.00,2.48,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,3.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.48,0.00,2.48,4.96,0.00,0.00,0.00,0.83,33.88,2.48,1.652892562 ,28.00355167 ,0 
,31 ,DC,main,30 ,1992 ,july,23 ,23/7,grand,1 ,n,main-30-1992-july-23-grand-1,7 ,35 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,25 ,0 ,4 ,6 ,3 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,6 ,4 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,15.70,8.26,0.00,0.00,2.48,0.00,0.00,0.00,4.96,5.79,28.93,2.48,20.66,0.00,3.31,0.00,3.31,0.00,0.00,3.31,4.96,0.00,2.48,0.00,2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.13,0.00,4.13,3.31,0.00,0.00,0.00,2.48,23.97,4.96,2.479338843 ,19.80739021 ,2.479338843 
,32 ,DC,main,30 ,1992 ,july,23 ,23/7,grand,2 ,n,main-30-1992-july-23-grand-2,1 ,43 ,8 ,5 ,0 ,0 ,0 ,0 ,0 ,8 ,4 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,3 ,0 ,0 ,12 ,4 ,3 ,1 ,3 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,9 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,12.50,6.67,1.67,0.00,0.00,0.00,0.00,2.50,7.50,0.83,35.83,3.33,10.00,3.33,2.50,4.17,10.00,0.00,6.67,3.33,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,7.50,0.83,0.00,0.00,0.00,0.00,15.83,0.83,2.5 ,13.19444444 ,0.833333333 
,33 ,DC,main,30 ,1992 ,july,23 ,23/7,grand,t,y,main-30-1992-july-23-grand-t,0 ,42 ,11 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,7 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,15 ,5 ,8 ,7 ,3 ,0 ,0 ,4 ,0 ,1 ,0 ,0 ,1 ,2 ,1 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,,,120 ,9.17,9.17,0.00,0.00,3.33,0.00,0.83,0.83,1.67,0.00,35.00,3.33,12.50,4.17,6.67,0.83,6.67,0.00,0.83,5.83,2.50,0.00,1.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.33,0.00,3.33,0.83,0.00,0.00,0.83,3.33,23.33,5.83,2.5 ,19.44444444 ,2.5 
,34 ,DC,main,30 ,1992 ,july,23 ,23/7,monkey,1 ,n,main-30-1992-july-23-monkey-1,15 ,0 ,22 ,5 ,15 ,0 ,0 ,1 ,0 ,32 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,19 ,3 ,1 ,1 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,121 ,2.48,18.18,0.00,0.00,0.00,0.00,0.00,0.83,0.00,12.40,0.00,0.83,15.70,2.48,0.83,17.36,26.45,0.00,26.45,0.00,0.83,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.65,0.00,1.65,0.00,0.00,0.00,0.00,0.00,19.01,0.83,0.826446281 ,15.70930947 ,0.826446281 
,35 ,DC,main,30 ,1992 ,july,23 ,23/7,monkey,2 ,n,main-30-1992-july-23-monkey-2,9 ,0 ,12 ,3 ,27 ,0 ,0 ,0 ,0 ,25 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,32 ,0 ,2 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,120 ,2.50,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,3.33,26.67,0.00,1.67,25.00,20.83,0.00,20.83,0.00,0.00,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.83,0.00,0.83,0.00,0.00,0.00,0.00,0.00,28.33,0.00,1.666666667 ,23.61111111 ,1.666666667 
,36 ,DC,main,30 ,1992 ,july,23 ,23/7,monkey,t,y,main-30-1992-july-23-monkey-t,15 ,0 ,16 ,9 ,12 ,0 ,0 ,0 ,0 ,21 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,3 ,0 ,0 ,30 ,5 ,5 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,128 ,3.91,12.50,0.00,0.00,0.00,0.00,0.00,1.56,0.78,11.72,0.00,3.91,23.44,3.91,3.91,16.41,16.41,0.00,16.41,0.00,2.34,0.00,1.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.56,0.00,1.56,0.00,0.00,0.00,0.00,0.00,31.25,2.34,0 ,24.4140625 ,1.5625 
,37 ,DC,main,30 ,1992 ,july,24 ,24/7,pelican,1 ,n,main-30-1992-july-24-pelican-1,0 ,67 ,1 ,0 ,3 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,1 ,0 ,0 ,14 ,6 ,0 ,11 ,1 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,124 ,6.45,0.81,0.00,0.00,2.42,0.00,0.00,0.00,0.81,0.00,54.03,3.23,11.29,4.84,0.00,2.42,3.23,0.00,3.23,0.00,0.81,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.03,0.00,4.03,1.61,0.00,0.00,0.00,2.42,16.13,8.87,0.806451613 ,13.00728408 ,2.419354839 
,38 ,DC,main,30 ,1992 ,july,24 ,24/7,pelican,2 ,n,main-30-1992-july-24-pelican-2,0 ,62 ,6 ,0 ,3 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,19 ,4 ,4 ,3 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,4 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,119 ,5.88,5.04,0.00,0.00,0.84,0.00,0.00,2.52,0.00,0.00,52.10,3.36,15.97,3.36,3.36,2.52,2.52,0.00,2.52,0.00,2.52,0.00,1.68,0.00,0.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.36,0.00,3.36,0.00,0.00,0.00,0.00,0.84,22.69,2.52,0 ,19.06645011 ,3.361344538 
,39 ,DC,main,30 ,1992 ,july,24 ,24/7,pelican,t,y,main-30-1992-july-24-pelican-t,1 ,46 ,6 ,0 ,1 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,1 ,0 ,0 ,30 ,9 ,1 ,6 ,2 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,2 ,2 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,118 ,8.47,5.08,0.00,0.00,0.85,0.00,0.00,0.00,1.69,0.85,38.98,1.69,25.42,7.63,0.85,0.85,1.69,0.00,1.69,0.00,1.69,0.00,0.00,0.00,4.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.00,1.69,1.69,0.00,0.00,0.00,0.85,33.90,5.08,1.694915254 ,28.72737719 ,0.847457627 
,41 ,LO,main,30 ,1993 ,june,30 ,30/6,crab,t,y,main-30-1993-june-30-crab-t,0 ,0 ,6 ,0 ,5 ,0 ,0 ,6 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,1 ,0 ,0 ,32 ,3 ,6 ,0 ,3 ,0 ,7 ,4 ,0 ,0 ,0 ,0 ,4 ,2 ,1 ,0 ,0 ,0 ,5 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,6 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,104 ,28.85,5.77,0.00,6.73,3.85,0.00,0.00,3.85,1.92,0.00,0.00,5.77,30.77,2.88,5.77,10.58,6.73,0.00,6.73,0.00,5.77,0.00,4.81,0.00,0.96,0.00,0.00,0.00,0.00,0.00,0.00,5.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,0.00,3.85,39.42,0.00,2.884615385 ,37.90680473 ,4.807692308 
,42 ,LO,main,30 ,1993 ,june,30 ,30/6,crab,2 ,n,main-30-1993-june-30-crab-2,2 ,0 ,3 ,0 ,4 ,0 ,0 ,4 ,1 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,5 ,0 ,0 ,0 ,0 ,37 ,12 ,3 ,0 ,3 ,0 ,12 ,5 ,0 ,0 ,0 ,0 ,5 ,4 ,2 ,0 ,0 ,0 ,4 ,0 ,0 ,3 ,0 ,1 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,113 ,32.74,2.65,0.00,10.62,4.42,0.00,0.00,4.42,3.54,1.77,0.00,4.42,32.74,10.62,2.65,7.08,2.65,0.88,1.77,0.00,7.96,0.00,3.54,0.00,2.65,0.00,0.88,0.00,0.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,4.42,46.02,0.00,2.654867257 ,40.72362754 ,4.424778761 
,43 ,LO,main,30 ,1993 ,june,30 ,30/6,crab,1 ,n,main-30-1993-june-30-crab-1,0 ,0 ,1 ,0 ,4 ,3 ,0 ,9 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,2 ,0 ,0 ,36 ,12 ,3 ,0 ,4 ,0 ,4 ,4 ,0 ,2 ,0 ,0 ,3 ,1 ,1 ,0 ,0 ,0 ,3 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,104 ,20.19,0.96,0.00,3.85,3.85,0.00,1.92,2.88,0.96,0.00,0.00,3.85,34.62,11.54,2.88,15.38,6.73,0.00,6.73,0.00,3.85,0.00,2.88,0.00,2.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.96,0.00,0.00,1.92,3.85,49.04,0.00,3.846153846 ,47.15236686 ,1.923076923 
,44 ,LO,main,30 ,1993 ,july,1 ,01/7,white,t,y,main-30-1993-july-1-white-t,0 ,0 ,22 ,0 ,8 ,0 ,0 ,13 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,10 ,0 ,1 ,0 ,0 ,6 ,3 ,9 ,0 ,1 ,0 ,3 ,2 ,0 ,3 ,0 ,0 ,22 ,0 ,8 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,118 ,37.29,18.64,0.00,2.54,1.69,0.00,2.54,18.64,0.00,0.00,0.00,9.32,5.08,2.54,7.63,17.80,0.85,0.85,0.00,0.00,18.64,0.00,2.54,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.78,0.00,0.00,2.54,1.69,15.25,0.00,0.847457627 ,12.92731974 ,8.474576271 
,45 ,LO,main,30 ,1993 ,july,1 ,01/7,white,2 ,n,main-30-1993-july-1-white-2,0 ,0 ,20 ,0 ,9 ,0 ,0 ,14 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,7 ,0 ,1 ,0 ,0 ,12 ,0 ,5 ,0 ,1 ,0 ,7 ,4 ,0 ,0 ,0 ,0 ,17 ,2 ,5 ,0 ,0 ,0 ,8 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,118 ,38.14,16.95,0.00,5.93,3.39,0.00,0.00,14.41,1.69,0.00,0.00,6.78,10.17,0.00,4.24,19.49,2.54,2.54,0.00,0.00,16.10,0.00,6.78,0.00,0.00,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.00,0.85,4.24,0.00,0.00,0.00,3.39,14.41,0.00,0.847457627 ,12.20913531 ,5.93220339 
,46 ,LO,main,30 ,1993 ,july,1 ,01/7,white,1 ,n,main-30-1993-july-1-white-1,0 ,0 ,17 ,0 ,6 ,1 ,0 ,10 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,9 ,0 ,0 ,0 ,0 ,16 ,0 ,5 ,0 ,2 ,0 ,3 ,5 ,0 ,2 ,0 ,0 ,20 ,2 ,5 ,1 ,0 ,0 ,7 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,3 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,114 ,42.11,14.91,0.00,2.63,4.39,0.00,1.75,17.54,1.75,0.00,0.00,7.89,14.04,0.00,4.39,14.91,0.00,0.00,0.00,0.00,19.30,0.00,6.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.63,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.39,0.88,0.00,1.75,4.39,18.42,0.00,1.754385965 ,16.1588181 ,7.894736842 
